,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 76,Brasil,x,Japão,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,2,x,1,,--,Brasil,,,x,,,,,,,,,
,Ramos,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Gui,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Juan,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Jose Carlos ,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Diego Campos,1,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Til ponto,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Xonha,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Ayrton,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Mazeta,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,JV JEC,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,1,x,1,Brasil,Gols fora,Acertou,,,x,,,,,,,,,
,Gabs,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Arthur SK,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Rodri,3,x,2,,Nada,Acertou,,,x,,,,,,,,,
,Benevides ,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,André Galinha,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Meta AI,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Lucas Copini,3,x,2,,Nada,Acertou,,,x,,,,,,,,,
,Pylegend,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,30 DE JUNHO,"JOGOS 77, 78 e 79",,,,,,,,,,,,,,,,,
,Jogo 77,França,x,Suécia,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,3,x,0,,--,França,,,x,,,,,,,,,
,Ramos,4,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Gui,4,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Juan,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Jose Carlos ,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Diego Campos,4,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Til ponto,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Xonha,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Ayrton,4,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Mazeta,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,JV JEC,4,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Gabs,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Arthur SK,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Rodri,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Benevides ,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,2,x,2,França,Nada,Acertou,,,x,,,,,,,,,
,André Galinha,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Meta AI,1,x,1,França,Nada,Acertou,,,x,,,,,,,,,
,Lucas Copini,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Pylegend,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 78,Costa do Marfim,x,Noruega,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,1,x,2,,--,Noruega,,,x,,,,,,,,,
,Ramos,3,x,2,,Gols fora,Errou,,,x,,,,,,,,,
,Gui,0,x,2,,Gols fora,Acertou,,,x,,,,,,,,,
,Juan,1,x,3,,Gols Casa,Acertou,,,x,,,,,,,,,
,Jose Carlos ,1,x,2,,Placar,Acertou,,,x,,,,,,,,,
,Diego Campos,1,x,3,,Gols Casa,Acertou,,,x,,,,,,,,,
,Til ponto,2,x,3,,Nada,Acertou,,,x,,,,,,,,,
,Xonha,1,x,1,Noruega,Gols Casa,Acertou,,,x,,,,,,,,,
,Ayrton,2,x,3,,Nada,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),0,x,2,,Gols fora,Acertou,,,x,,,,,,,,,
,Mazeta,1,x,2,,Placar,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,0,x,2,,Gols fora,Acertou,,,x,,,,,,,,,
,JV JEC,2,x,2,Noruega,Gols fora,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,2,x,3,,Nada,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,1,,Nada,Errou,,,x,,,,,,,,,
,Gabs,1,x,1,Noruega,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,1,x,3,,Gols Casa,Acertou,,,x,,,,,,,,,
,Arthur SK,0,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Rodri,1,x,2,,Placar,Acertou,,,x,,,,,,,,,
,Benevides ,1,x,3,,Gols Casa,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,0,x,1,,Nada,Acertou,,,x,,,,,,,,,
,André Galinha,2,x,3,,Nada,Acertou,,,x,,,,,,,,,
,Meta AI,1,x,0,,Gols Casa,Errou,,,x,,,,,,,,,
,Lucas Copini,0,x,4,,Nada,Acertou,,,x,,,,,,,,,
,Pylegend,1,x,1,Costa do Marfim,Gols Casa,Errou,,,x,,,,,,,,,
,Haron Bonamigo,1,x,2,,Placar,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 79,México,x,Equador,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,2,x,0,,--,México,,,x,,,,,,,,,
,Ramos,0,x,1,,Nada,Errou,,,x,,,,,,,,,
,Gui,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Juan,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Jose Carlos ,1,x,1,México,Nada,Acertou,,,x,,,,,,,,,
,Diego Campos,1,x,1,Equador,Nada,Errou,,,x,,,,,,,,,
,Til ponto,1,x,1,México,Nada,Acertou,,,x,,,,,,,,,
,Xonha,1,x,1,Equador,Nada,Errou,,,x,,,,,,,,,
,Ayrton,1,x,1,México,Nada,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),1,x,1,Equador,Nada,Errou,,,x,,,,,,,,,
,Mazeta,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Alisson Ottoni ,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,JV JEC,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,2,x,2,Equador,Gols Casa,Errou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Gabs,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,2,x,2,México,Gols Casa,Acertou,,,x,,,,,,,,,
,Arthur SK,0,x,0,México,Gols fora,Acertou,,,x,,,,,,,,,
,Rodri,3,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Benevides ,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,1,x,1,México,Nada,Acertou,,,x,,,,,,,,,
,André Galinha,2,x,2,México,Gols Casa,Acertou,,,x,,,,,,,,,
,Meta AI,1,x,1,México,Nada,Acertou,,,x,,,,,,,,,
,Lucas Copini,2,x,2,México,Gols Casa,Acertou,,,x,,,,,,,,,
,Pylegend,1,x,1,Equador,Nada,Errou,,,x,,,,,,,,,
,Haron Bonamigo,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,01 DE JULHO,"JOGOS 80, 81 e 82",,,,,,,,,,,,,,,,,
,Jogo 80,Inglaterra,x,Congo,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,2,x,1,,--,Inglaterra,,,x,,,,,,,,,
,Ramos,0,x,1,,Gols fora,Errou,,,x,,,,,,,,,
,Gui,3,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Juan,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Jose Carlos ,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Diego Campos,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Til ponto,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Xonha,3,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Ayrton,3,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Mazeta,1,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,3,x,0,,Nada,Acertou,,,x,,,,,,,,,
,JV JEC,3,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,0,x,0,Inglaterra,Nada,Acertou,,,x,,,,,,,,,
,Gabs,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Arthur SK,3,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Rodri,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Benevides ,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,André Galinha,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Meta AI,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Lucas Copini,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Pylegend,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 81,Estados Unidos,x,Bósnia e Herzegovina,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,2,x,0,,--,Estados Unidos,,,x,,,,,,,,,
,Ramos,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Gui,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Juan,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Jose Carlos ,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Diego Campos,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Til ponto,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Xonha,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Ayrton,3,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),0,x,0,Estados Unidos,Gols fora,Acertou,,,x,,,,,,,,,
,Mazeta,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,JV JEC,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,1,x,1,Estados Unidos,Nada,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,2,Estados Unidos,Gols Casa,Acertou,,,x,,,,,,,,,
,Gabs,1,x,1,Estados Unidos,Nada,Acertou,,,x,,,,,,,,,
,Emboava,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Arthur SK,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Rodri,2,x,2,Estados Unidos,Gols Casa,Acertou,,,x,,,,,,,,,
,Benevides ,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,André Galinha,3,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Meta AI,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Lucas Copini,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Pylegend,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 82,Bélgica,x,Senegal,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,3,x,2,,--,Bélgica,,,x,,,,,,,,,
,Ramos,0,x,1,,Nada,Errou,,,x,,,,,,,,,
,Gui,2,x,2,Senegal,Gols fora,Errou,,,x,,,,,,,,,
,Juan,1,x,2,,Gols fora,Errou,,,x,,,,,,,,,
,Jose Carlos ,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Diego Campos,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Til ponto,1,x,1,Senegal,Nada,Errou,,,x,,,,,,,,,
,Xonha,1,x,1,Bélgica,Nada,Acertou,,,x,,,,,,,,,
,Ayrton,0,x,1,,Nada,Errou,,,x,,,,,,,,,
,Rodrigo (DDD 95),1,x,1,Senegal,Nada,Errou,,,x,,,,,,,,,
,Mazeta,1,x,1,Senegal,Nada,Errou,,,x,,,,,,,,,
,Alisson Ottoni ,1,x,1,Senegal,Nada,Errou,,,x,,,,,,,,,
,JV JEC,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,2,Senegal,Gols fora,Errou,,,x,,,,,,,,,
,Gabs,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,1,x,2,,Gols fora,Errou,,,x,,,,,,,,,
,Arthur SK,1,x,1,Senegal,Nada,Errou,,,x,,,,,,,,,
,Rodri,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Benevides ,1,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,André Galinha,1,x,2,,Gols fora,Errou,,,x,,,,,,,,,
,Meta AI,1,x,1,Bélgica,Nada,Acertou,,,x,,,,,,,,,
,Lucas Copini,1,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Pylegend,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,2,x,0,,Nada,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,02 DE JULHO,"JOGOS 83, 84 e 85",,,,,,,,,,,,,,,,,
,Jogo 83,Portugal,x,Croácia,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,2,x,1,,--,Portugal,,,x,,,,,,,,,
,Ramos,3,x,3,Portugal,Nada,Acertou,,,x,,,,,,,,,
,Gui,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Juan,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Jose Carlos ,1,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Diego Campos,2,x,2,Portugal,Gols Casa,Acertou,,,x,,,,,,,,,
,Til ponto,2,x,2,Portugal,Gols Casa,Acertou,,,x,,,,,,,,,
,Xonha,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Ayrton,1,x,1,Portugal,Gols fora,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Mazeta,1,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,1,x,1,Portugal,Gols fora,Acertou,,,x,,,,,,,,,
,JV JEC,1,x,1,Portugal,Gols fora,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,2,Croácia,Gols Casa,Errou,,,x,,,,,,,,,
,Gabs,2,x,2,Portugal,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,1,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Arthur SK,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Rodri,1,x,1,Portugal,Gols fora,Acertou,,,x,,,,,,,,,
,Benevides ,2,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,1,x,1,Portugal,Gols fora,Acertou,,,x,,,,,,,,,
,André Galinha,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Meta AI,1,x,1,Croácia,Gols fora,Errou,,,x,,,,,,,,,
,Lucas Copini,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Pylegend,2,x,1,,Placar,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,3,x,0,,Nada,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
